regime,naive_cost,break_even_cost,review_cost,ours_cost,escalation_rate,beats_naive
native,1.06875,1.5144230769230766,1.2519230769230767,0.9433774038461538,0.61875,True
native,1.06875,1.5144230769230766,1.2721153846153845,0.9558713942307691,0.61875,True
native,1.06875,1.5144230769230766,1.2923076923076922,0.9683653846153846,0.61875,True
native,1.06875,1.5144230769230766,1.3124999999999998,0.980859375,0.61875,True
native,1.06875,1.5144230769230766,1.3326923076923076,0.9850240384615384,0.6125,True
native,1.06875,1.5144230769230766,1.3528846153846152,1.0010697115384615,0.5875,True
native,1.06875,1.5144230769230766,1.3730769230769229,1.0262740384615383,0.55625,True
native,1.06875,1.5144230769230766,1.3932692307692307,1.0375060096153847,0.55625,True
native,1.06875,1.5144230769230766,1.4134615384615383,1.039903846153846,0.55,True
native,1.06875,1.5144230769230766,1.433653846153846,1.052668269230769,0.525,True
native,1.06875,1.5144230769230766,1.4538461538461536,1.0450961538461538,0.5125,True
native,1.06875,1.5144230769230766,1.4740384615384614,1.0465564903846154,0.49375,True
native,1.06875,1.5144230769230766,1.494230769230769,1.0565985576923076,0.48125,True
native,1.06875,1.5144230769230766,1.5144230769230766,1.0663161057692305,0.48125,True
native,1.06875,1.5144230769230766,1.5346153846153845,1.0838942307692307,0.4375,False
native,1.06875,1.5144230769230766,1.5548076923076921,1.092043269230769,0.425,False
native,1.06875,1.5144230769230766,1.5749999999999997,1.16203125,0.36875,False
native,1.06875,1.5144230769230766,1.5951923076923076,1.1571274038461539,0.3375,False
native,1.06875,1.5144230769230766,1.6153846153846152,1.171153846153846,0.31875,False
native,1.06875,1.5144230769230766,1.6355769230769228,1.2134495192307688,0.2375,False
native,1.06875,1.5144230769230766,1.6557692307692307,1.2182451923076925,0.2375,False
native,1.06875,1.5144230769230766,1.6759615384615383,1.2230408653846152,0.2375,False
native,1.06875,1.5144230769230766,1.696153846153846,1.2188221153846155,0.14375,False
native,1.06875,1.5144230769230766,1.7163461538461537,1.2270432692307693,0.125,False
native,1.06875,1.5144230769230766,1.7365384615384614,1.19109375,0.08125,False
native,1.06875,1.5144230769230766,1.756730769230769,1.1675661057692308,0.05625,False
native,1.06875,1.5144230769230766,1.7769230769230768,1.1464903846153844,0.04375,False
native,1.06875,1.5144230769230766,1.7971153846153844,1.147373798076923,0.04375,False
native,1.06875,1.5144230769230766,1.817307692307692,1.1482572115384615,0.04375,False
native,1.06875,1.5144230769230766,1.8374999999999997,1.1491406249999998,0.04375,False
native,1.06875,1.5144230769230766,1.8576923076923075,1.1500240384615383,0.04375,False
native,1.06875,1.5144230769230766,1.8778846153846152,1.1509074519230769,0.04375,False
native,1.06875,1.5144230769230766,1.8980769230769228,1.1517908653846154,0.04375,False
native,1.06875,1.5144230769230766,1.9182692307692306,1.1526742788461537,0.04375,False
native,1.06875,1.5144230769230766,1.9384615384615382,1.1535576923076922,0.04375,False
native,1.06875,1.5144230769230766,1.9586538461538459,1.1544411057692308,0.04375,False
native,1.06875,1.5144230769230766,1.9788461538461537,1.1553245192307693,0.04375,False
native,1.06875,1.5144230769230766,1.9990384615384613,1.1562079326923076,0.04375,False
native,1.06875,1.5144230769230766,2.019230769230769,1.1192307692307693,0.025,False
native,1.06875,1.5144230769230766,2.0394230769230766,1.1197355769230768,0.025,False
